Section ;CHAPITRE;NOMENCLATURE;STATUT;CHAPITRE_LIB;ARTICLE;OPERATION;OPERATION_LIB;FONCTION;CODE_AXE_ANALYTIQUE_PROFONDEUR_1;LIBELLE_AXE_ANALYTIQUE_PROFONDEUR_1;CODE_AXE_ANALYTIQUE_PROFONDEUR_2;LIBELLE_AXE_ANALYTIQUE_PROFONDEUR_2;Réalisé total;SENS;SECTION;ANNEE
DRF;11.0;M14;CA; Charges à caractère général;611.;;;4221.0;0112.; JEUNESSE;ACM.; Accueil Collectif de Mineur ;192;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;611.;;;510.0;PB.; POLE PATRIMOINE BATI;HCV.; Hors compte ventilation;-28419,6;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;611.;;;510.0;01062.; LOGISTIQUE ;HCV.; Hors compte ventilation;294;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;611.;;;511.0;01061.; POLE CADRE DE VIE ;FORET.; Service Forêt;48;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;611.;;;512.0;01061.; POLE CADRE DE VIE ;HCV.; Hors compte ventilation;1326;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;611.;;;7222.0;01061.; POLE CADRE DE VIE ;HCV.; Hors compte ventilation;58007,3;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;611.;;;80.0;01062.; LOGISTIQUE ;HCV.; Hors compte ventilation;738;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;61228.;;;20.0;0101.; ADMINISTRATION GENERALE ET JURIDIQUE;MAIRIE.; Mairie;5066,57;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;61228.;;;20.0;0101.; ADMINISTRATION GENERALE ET JURIDIQUE;URBANISME.; Urbanisme;0,18;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;61228.;;;11.0;0117.; POLICE MUNICIPALE;HCV.; Hors compte ventilation;926,4;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;6132.;;;20.0;0101.; ADMINISTRATION GENERALE ET JURIDIQUE;HCV.; Hors compte ventilation;21386,5;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;6132.;;;20.0;0103.; BATIMENTS COMMUNAUX;SALLE.; DELATTRE Salle l'Abbé DELATTRE;3382,76;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;6132.;;;283.0;0102.; EDUCATION;HCV.; Hors compte ventilation;6917,99;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;6132.;;;311.0;0110.; EVENEMENTIEL;ROCK.; EN STOCK ROCK EN STOCK;15086,63;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;6132.;;;325.0;01161.; CNC;AIRE.; C Aire de carénage;12372,44;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;6132.;;;325.0;01161.; CNC;MBC.; Maison de baie de canche ;9132,75;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;6132.;;;845.0;0103.; BATIMENTS COMMUNAUX;HCV.; Hors compte ventilation;215,03;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;61351.;;;20.0;0102.; EDUCATION;HCV.; Hors compte ventilation;179;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;61358.;;;20.0;0101.; ADMINISTRATION GENERALE ET JURIDIQUE;HCV.; Hors compte ventilation;249,29;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;61358.;;;20.0;0102.; EDUCATION;HCV.; Hors compte ventilation;1493;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;61358.;;;20.0;0106.; CTM;HCV.; Hors compte ventilation;1841,13;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;61358.;;;23.0;01062.; LOGISTIQUE ;HCV.; Hors compte ventilation;5182,32;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;61358.;;;212.0;0102.; EDUCATION;PRMACE.; Primaire Jean Macé;13968;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;61358.;;;281.0;0102.; EDUCATION;PetitDéj.; Petit Déjeuner;761,4;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;61358.;;;311.0;01062.; LOGISTIQUE ;HCV.; Hors compte ventilation;4013,14;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;61358.;;;311.0;0110.; EVENEMENTIEL;ROCK.; EN STOCK ROCK EN STOCK;3185;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;61358.;;;311.0;0110.; EVENEMENTIEL;SPECTACLES.; Spectacles Evènementiel ;1200;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;61358.;;;314.0;0114.; MUSEE QUENTOVIC;HCV.; Hors compte ventilation;2491,2;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;61358.;;;325.0;0112.; JEUNESSE;PUMPTRACK.; Pumptrack;106,7;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;61358.;;;325.0;01161.; CNC;AIRE.; C Aire de carénage;86,4;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;61358.;;;510.0;01062.; LOGISTIQUE ;HCV.; Hors compte ventilation;284,4;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;61358.;;;511.0;01061.; POLE CADRE DE VIE ;NOEL.; NOEL;180;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;61358.;;;511.0;01061.; POLE CADRE DE VIE ;HCV.; Hors compte ventilation;240;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;61358.;;;80.0;01062.; LOGISTIQUE ;HCV.; Hors compte ventilation;2160;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;614.;;;325.0;0103.; BATIMENTS COMMUNAUX;HCV.; Hors compte ventilation;18777,63;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;61521.;;;322.0;0116.; SPORT;CITY.; JM CITY Jean Moulin;1231,2;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;61521.;;;325.0;01161.; CNC;AIRE.; C Aire de carénage;1428;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;61521.;;;511.0;01061.; POLE CADRE DE VIE ;BAT.; GEND Bât. Gendarmerie;3419,84;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;61521.;;;511.0;01061.; POLE CADRE DE VIE ;FORET.; Service Forêt;1155;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;61521.;;;511.0;01061.; POLE CADRE DE VIE ;HCV.; Hors compte ventilation;11072,97;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;615221.;;;20.0;0103.; BATIMENTS COMMUNAUX;BAT.; GEND Bât. Gendarmerie;818,4;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;615221.;;;20.0;0103.; BATIMENTS COMMUNAUX;MAIRIE.; Mairie;1360,9;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;615221.;;;20.0;0103.; BATIMENTS COMMUNAUX;HCV.; Hors compte ventilation;312,29;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;615221.;;;20.0;0106.; CTM;HCV.; Hors compte ventilation;780;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;615221.;;;11.0;0117.; POLICE MUNICIPALE;VIDEO.; Vidéo surveillance;11362,8;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;615221.;;;211.0;0102.; EDUCATION;MT.; JMOUL Maternelle Jean Moulin;782,96;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;615221.;;;212.0;0102.; EDUCATION;PRMACE.; Primaire Jean Macé;285,11;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;615221.;;;212.0;0102.; EDUCATION;PRMOUL.; Primaire Jean Moulin;434,37;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;615221.;;;321.0;0116.; SPORT;HCV.; Hors compte ventilation;201,26;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;615221.;;;325.0;0103.; BATIMENTS COMMUNAUX;MBC.; Maison de baie de canche ;608,35;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;615221.;;;325.0;01161.; CNC;HCV.; Hors compte ventilation;300;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;615221.;;;510.0;PB.; POLE PATRIMOINE BATI;HCV.; Hors compte ventilation;-1688,35;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;615228.;;;20.0;0103.; BATIMENTS COMMUNAUX;BAT.; GEND Bât. Gendarmerie;226,6;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;615228.;;;20.0;0103.; BATIMENTS COMMUNAUX;HCV.; Hors compte ventilation;25848;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;615232.;;;20.0;0103.; BATIMENTS COMMUNAUX;PYRAMIDE.; Maison quartier la Pyramide ;424;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;615232.;;;20.0;0106.; CTM;HCV.; Hors compte ventilation;238,57;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;615232.;;;211.0;0102.; EDUCATION;MT.; ROMBLY Maternelle Rombly;494,75;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;615232.;;;313.0;0104.; MEDIATHEQUE;HCV.; Hors compte ventilation;424;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;615232.;;;322.0;0116.; SPORT;ST.; BERGERIES Terrain les Bergeries ;840;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;615232.;;;322.0;0116.; SPORT;TER.; SYNT Terrain synthétique M.Guervile ;530;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;615232.;;;845.0;VRD.; VRD;HCV.; Hors compte ventilation;-65283,23;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;615232.;;;845.0;01061.; POLE CADRE DE VIE ;HCV.; Hors compte ventilation;3752,03;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;615232.;;;847.0;01061.; POLE CADRE DE VIE ;HCV.; Hors compte ventilation;75872,89;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;615232.;;;847.0;HCA.; Hors compte analytique;HCV.; Hors compte ventilation;1502,19;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;61551.;;;325.0;01161.; CNC;HCV.; Hors compte ventilation;669,75;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;61551.;;;510.0;0106.; CTM;HCV.; Hors compte ventilation;-5277,56;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;61551.;;;511.0;01061.; POLE CADRE DE VIE ;HCV.; Hors compte ventilation;241,16;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;61551.;;;7222.0;01062.; LOGISTIQUE ;BALAYEUSE.; Balayeuse;18811,64;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;61551.;;;7222.0;01062.; LOGISTIQUE ;VL.; Véhicules Légers ;3023,28;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;61551.;;;80.0;01062.; LOGISTIQUE ;PL.; Poids Lourds;33180,53;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;61551.;;;80.0;01062.; LOGISTIQUE ;Sinistres.; Sinistres;1376,58;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;61551.;;;80.0;01062.; LOGISTIQUE ;VL.; Véhicules Légers ;3819,54;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;61551.;;;80.0;01062.; LOGISTIQUE ;HCV.; Hors compte ventilation;676,98;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;61558.;;;20.0;0103.; BATIMENTS COMMUNAUX;SALLE.; OYATS Salle des Oyats;388,77;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;61558.;;;281.0;0102.; EDUCATION;HCV.; Hors compte ventilation;313,5;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;61558.;;;281.0;0112.; JEUNESSE;HCV.; Hors compte ventilation;55,32;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;61558.;;;322.0;0116.; SPORT;TER.; SYNT Terrain synthétique M.Guervile ;492;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;61558.;;;325.0;0103.; BATIMENTS COMMUNAUX;CORDERIE.; La Corderie ;968,65;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;61558.;;;510.0;01062.; LOGISTIQUE ;HCV.; Hors compte ventilation;327,6;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;61558.;;;511.0;01061.; POLE CADRE DE VIE ;HCV.; Hors compte ventilation;820,22;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;61558.;;;7222.0;01061.; POLE CADRE DE VIE ;HCV.; Hors compte ventilation;3628,88;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;61558.;;;80.0;01062.; LOGISTIQUE ;HCV.; Hors compte ventilation;607,3;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;6156.;;;20.0;0101.; ADMINISTRATION GENERALE ET JURIDIQUE;AE.; Accueil / Etat civil;2617,57;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;6156.;;;20.0;0101.; ADMINISTRATION GENERALE ET JURIDIQUE;ELECTIONS.; Elections ;1548,26;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;6156.;;;20.0;0101.; ADMINISTRATION GENERALE ET JURIDIQUE;MP.; Marchés Publics ;2948,33;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;6156.;;;20.0;0101.; ADMINISTRATION GENERALE ET JURIDIQUE;SECRETARIAT-GENERAL.; Secrétariat Général;3835,35;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;6156.;;;20.0;0101.; ADMINISTRATION GENERALE ET JURIDIQUE;URBANISME.; Urbanisme;2651,96;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;6156.;;;20.0;0102.; EDUCATION;HCV.; Hors compte ventilation;150;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;6156.;;;20.0;0103.; BATIMENTS COMMUNAUX;ASS.; MODELISME Association Club de Modélisme ;6,12;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;6156.;;;20.0;0103.; BATIMENTS COMMUNAUX;ASS.; RESTO Association Resto du Coeur;113,4;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;6156.;;;20.0;0103.; BATIMENTS COMMUNAUX;BAT.; GEND Bât. Gendarmerie;369,7;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;6156.;;;20.0;0103.; BATIMENTS COMMUNAUX;CLOS.; Clos Saint Victor;508,51;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;6156.;;;20.0;0103.; BATIMENTS COMMUNAUX;CPTCA.; Centre de soins, daccompagnement et de prévention en addictologie ;79,63;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;6156.;;;20.0;0103.; BATIMENTS COMMUNAUX;Eglise.; St Michel Eglise St Michel;350,64;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;6156.;;;20.0;0103.; BATIMENTS COMMUNAUX;LOC.; J FERRY Local Jules Ferry;1065,31;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;6156.;;;20.0;0103.; BATIMENTS COMMUNAUX;MAIRIE.; Mairie;7169,79;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;6156.;;;20.0;0103.; BATIMENTS COMMUNAUX;MAIRIE.; ANN Mairie Annexe;371,43;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;6156.;;;20.0;0103.; BATIMENTS COMMUNAUX;MPE.; Maison petite enfance;413,4;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;6156.;;;20.0;0103.; BATIMENTS COMMUNAUX;PYRAMIDE.; Maison quartier la Pyramide ;340,2;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;6156.;;;20.0;0103.; BATIMENTS COMMUNAUX;SALLE.; DELATTRE Salle l'Abbé DELATTRE;294;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;6156.;;;20.0;0103.; BATIMENTS COMMUNAUX;HCV.; Hors compte ventilation;59048,53;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;6156.;;;20.0;0106.; CTM;HCV.; Hors compte ventilation;15755,72;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;6156.;;;20.0;0107.; DRH VILLE;HCV.; Hors compte ventilation;1256,31;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;6156.;;;20.0;0110.; EVENEMENTIEL;HCV.; Hors compte ventilation;1686,76;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;6156.;;;20.0;0111.; FINANCES;HCV.; Hors compte ventilation;3130,77;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;6156.;;;20.0;0115.; PROTOCOLE;HCV.; Hors compte ventilation;5187,21;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;6156.;;;20.0;0120.; INFORMATIQUE;HCV.; Hors compte ventilation;7208,4;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;6156.;;;20.0;0122.; REPROGRAPHIE;HCV.; Hors compte ventilation;2371,29;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;6156.;;;11.0;0117.; POLICE MUNICIPALE;HCV.; Hors compte ventilation;5760,72;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;6156.;;;211.0;0102.; EDUCATION;MT.; JMOUL Maternelle Jean Moulin;869,7;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;6156.;;;211.0;0102.; EDUCATION;MT.; MOUET Maternelle les mouettes;3244,27;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;6156.;;;211.0;0102.; EDUCATION;MT.; ROMBLY Maternelle Rombly;1469,92;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;6156.;;;211.0;0102.; EDUCATION;HCV.; Hors compte ventilation;572,67;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;6156.;;;212.0;0102.; EDUCATION;PRMACE.; Primaire Jean Macé;1757,9;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;6156.;;;212.0;0102.; EDUCATION;PRMOUL.; Primaire Jean Moulin;1618,18;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;6156.;;;212.0;0102.; EDUCATION;PRROMBLY.; Primaire Rombly;1068,34;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;6156.;;;281.0;0102.; EDUCATION;HCV.; Hors compte ventilation;2028,22;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;6156.;;;281.0;0105.; CENTRE LE FLOT;HCV.; Hors compte ventilation;15;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;6156.;;;281.0;0112.; JEUNESSE;HCV.; Hors compte ventilation;442,2;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;6156.;;;311.0;0110.; EVENEMENTIEL;MANIFESTATIONS.; Manifestations ;358,2;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;6156.;;;311.0;0110.; EVENEMENTIEL;HCV.; Hors compte ventilation;1281,82;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;6156.;;;313.0;0104.; MEDIATHEQUE;HCV.; Hors compte ventilation;1789,69;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;6156.;;;314.0;0113.; MUSEE DE LA MARINE;HCV.; Hors compte ventilation;1291,46;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;6156.;;;314.0;0114.; MUSEE QUENTOVIC;HCV.; Hors compte ventilation;1056,7;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;6156.;;;315.0;0118.; ARCHIVES;HCV.; Hors compte ventilation;3300;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;6156.;;;321.0;0116.; SPORT;DOJO.; Dojo la corderie;1387,1;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;6156.;;;321.0;0116.; SPORT;SALLE.; CAR Salle des carrières ;1358,72;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;6156.;;;321.0;0116.; SPORT;SALLE.; FLESSEL Salle Laura FLESSEL;6241,21;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;6156.;;;321.0;0116.; SPORT;SALLE.; MUSCULATION Salle musculation ancien ACM;401,69;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;6156.;;;321.0;0116.; SPORT;SALLE.; OYATS Salle des Oyats;2939,71;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;6156.;;;321.0;0116.; SPORT;SALLE.; PING PONG Salle de Ping Pong;10,52;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;6156.;;;321.0;0116.; SPORT;SALLE.; TENNIS Salle de tennis ;302,1;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;6156.;;;321.0;0116.; SPORT;SALLE.; TIR  Salle du tir à l'arc;4505,2;Dépense;Fonctionnement;2022.0
DRF;11.0;M14;CA; Charges à caractère général;6156.;;;321.0;0116.; SPORT;VEST.; GUILLY  Vestiaires Stade François Guilluy;456;Dépense;Fonctionnement;2022.0
